varenummer,navn,variant,leverandor,kategori,nåpris,førpris,rabatt_prosent,ean,lev_varenummer,url,kampanje,antall_varianter
120024,Sagrado 3-seter sofa,Sagrado 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,17999.0,37199.0,52.0,7050733718508,1778510,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/sagrado-3-seter-sofa/?VariationId=V_5637586424,False,10
119483,Roma 3-seter XL,Roma 3-seter XL,Furninova,Alle produkter/Alle sofaer/Sofa/,14769.0,30679.0,52.0,7050733619607,2445245,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/roma-3-seter-xl/?VariationId=V_5637580467,True,33
118157,Pescara hjørnesofa,Pescara hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,13850.0,29099.0,52.0,7050733593518,1777936,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/pescara-hjornesofa-118157/?VariationId=V_5637559611,True,16
118145,Pescara 3-seter med vendbar sjeselong,Pescara 3-seter med vendbar sjeselong,,Alle produkter/Alle sofaer/Sofa/,8850.0,18599.0,52.0,7050733593976,1777982,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/pescara-3-seter-med-vendbar-sjeselong/?VariationId=V_5637560211,True,8
118141,Pescara 3-seter sofa,Pescara 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,6650.0,13999.0,52.0,7050733593273,1777912,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/pescara-3-seter-sofa/?VariationId=V_5637560153,True,8
117738,Monaco 3-seter sofa,Monaco 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,9999.0,20999.0,52.0,7050733567939,1776608,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-3-seter-sofa/?VariationId=V_5637554952,True,12
117219,Monaco 3-seter med åpen ende,Monaco 3-seter med åpen ende,,Alle produkter/Alle sofaer/Sofa/,16999.0,35699.0,52.0,7050733561012,1777611,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-3-seter-med-apen-ende/?VariationId=V_5637552638,True,16
117159,Rossi 2-seter med XL sjeselong,Rossi 2-seter med XL sjeselong,,Alle produkter/Alle sofaer/Sofa/,19999.0,41999.0,52.0,7050733556735,1776833,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-2-seter-med-xl-sjeselong/?VariationId=V_5637551943,True,22
117163,Rossi 2-seter med XL sjeselong,Rossi 2-seter med XL sjeselong,,Alle produkter/Alle sofaer/Sofa/,19999.0,41999.0,52.0,7050733557367,1776896,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-2-seter-med-xl-sjeselong-117163/?VariationId=V_5637551996,True,22
117170,Rossi Lux 2-seter med XL sjeselong,Rossi Lux 2-seter med XL sjeselong,,Alle produkter/Alle sofaer/Sofa/,19999.0,41999.0,52.0,7050733558746,1777034,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-2-seter-med-xl-sjeselong-117170/?VariationId=V_5637552087,True,22
117015,"Monaco Lux 2,5-seter med åpen ende","Monaco Lux 2,5-seter med åpen ende",,Alle produkter/Alle sofaer/Sofa/,16999.0,35699.0,52.0,7050733541373,1777600,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-25-seter-med-apen-ende/?VariationId=V_5637552612,True,24
118140,Pescara 3-seter duoputer,Pescara 3-seter duoputer,,Alle produkter/Alle sofaer/Sofa/,6650.0,13999.0,52.0,7050733541335,1777900,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/pescara-3-seter-duoputer/?VariationId=V_5637560144,True,10
116949,Pescara Usofa,Pescara Usofa,,Alle produkter/Alle sofaer/Sofa/,12999.0,27299.0,52.0,7050733541359,1777902,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/pescara-usofa/?VariationId=V_5637559545,True,16
116947,Rossi Lux 2-seter med XL sjeselong,Rossi Lux 2-seter med XL sjeselong,,Alle produkter/Alle sofaer/Sofa/,19999.0,41999.0,52.0,7050733530889,1777801,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-2-seter-med-xl-sjeselong/?VariationId=V_5637547338,True,22
116408,Paso Doble Night U-sofa,Paso Doble Night U-sofa,,Alle produkter/Alle sofaer/Sofa/,29999.0,62799.0,52.0,7050733352818,2433748,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/paso-doble-night-u-sofa-116408/?VariationId=V_5637525057,True,26
121112,Rossilini 3-seter sofa,Rossilini 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,9999.0,20299.0,51.0,7050733736908,1778716,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossilini-3-seter-sofa/?VariationId=V_5637599265,False,16
120125,Scandinavia hjørnesofa,Scandinavia hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,28799.0,51.0,7050733721089,1396300,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/scandinavia-hjornesofa/?VariationId=V_5637587872,False,10
119891,Brooklyn 3-seter,Brooklyn 3-seter,,Alle produkter/Alle sofaer/Sofa/,8999.0,18299.0,51.0,7050733687798,1395005,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/brooklyn-3-seter/?VariationId=V_5637584083,False,9
119847,Roma 2-seter,Roma 2-seter,Furninova,Alle produkter/Alle sofaer/Sofa/,12179.0,24769.0,51.0,7050733675306,2447756,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/roma-2-seter/?VariationId=V_5637580357,False,14
119436,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,101299.0,51.0,7050733632385,1774832,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119436/?VariationId=V_5637570659,True,12
119487,Evo hjørnesofa,Evo hjørnesofa,Furninova,Alle produkter/Alle sofaer/Sofa/,16999.0,34389.0,51.0,7050733620450,2445418,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/evo-hjornesofa/?VariationId=V_5637609419,True,103
117780,"Monaco 2,5-seter med XL sjeselong","Monaco 2,5-seter med XL sjeselong",,Alle produkter/Alle sofaer/Sofa/,16999.0,34699.0,51.0,7050733568097,1776624,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-25-seter-med-xl-sjeselong/?VariationId=V_5637554970,True,24
117781,Monaco 3-seter med XL sjeselong,Monaco 3-seter med XL sjeselong,,Alle produkter/Alle sofaer/Sofa/,17999.0,36499.0,51.0,7050733568257,1776640,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-3-seter-med-xl-sjeselong/?VariationId=V_5637554987,True,24
116789,Villa hjørnesofa,Villa hjørnesofa,Hjellegjerde,Alle produkter/Alle sofaer/Sofa/,31999.0,65639.0,51.0,7050733529869,2612529,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/villa-hjornesofa/?VariationId=V_5637602826,True,4
113718,Chillux sofa,Chillux sofa,,Alle produkter/Alle sofaer/Sofa/,23999.0,48499.0,51.0,7050733317398,1390400,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/chillux-sofa/?VariationId=V_5637437141,True,30
108067,Hedda sofa,Hedda sofa,Fagerheim,Alle produkter/Alle sofaer/Sofa/,24999.0,51399.0,51.0,,85925,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/hedda-sofa-3205e77c/?VariationId=V_5637446846,True,18
108101,Scandinavia sofa,Scandinavia sofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,28799.0,51.0,,13866,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/scandinavia-sofa/?VariationId=V_5637229343,True,20
122074,"Santo 4,5-seter","Santo 4,5-seter",Furninova,Alle produkter/Alle sofaer/Sofa/,46899.0,93794.0,50.0,7050733760545,2451004,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/santo-45-seter/?VariationId=V_5637609720,False,1
121645,"Ellinor 2,5-seter","Ellinor 2,5-seter",Hjellegjerde,Alle produkter/Alle sofaer/Sofa/,12434.5,24869.0,50.0,7050733751376,2623260,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/ellinor-25-seter/?VariationId=V_5637603593,False,1
121641,"Mandal 2,5-seter","Mandal 2,5-seter",Hjellegjerde,Alle produkter/Alle sofaer/Sofa/,12489.5,24979.0,50.0,7050733751482,2616788,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/mandal-25-seter/?VariationId=V_5637603583,False,1
121465,Lounge hjørnesofa,Lounge hjørnesofa,Hjellegjerde,Alle produkter/Alle sofaer/Sofa/,38899.0,77929.0,50.0,7050733715194,2625900,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/lounge-hjornesofa/?VariationId=V_5637600761,False,2
119890,Brooklyn 2-seter,Brooklyn 2-seter,,Alle produkter/Alle sofaer/Sofa/,7999.0,15999.0,50.0,7050733687743,1395000,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/brooklyn-2-seter/?VariationId=V_5637584078,False,9
119627,Elio 3-seter sofa,Elio 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,9250.0,18499.0,50.0,7340220825506,1115404,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/elio-3-seter-sofa/?VariationId=V_5637576978,True,1
119435,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,100299.0,50.0,7050733632262,1774820,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119435/?VariationId=V_5637570646,True,12
117220,Monaco Lux 3-seter med åpen ende,Monaco Lux 3-seter med åpen ende,,Alle produkter/Alle sofaer/Sofa/,19999.0,39899.0,50.0,7050733561159,1777625,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-3-seter-med-apen-ende/?VariationId=V_5637552647,True,16
117739,"Monaco 3,5-seter sofa","Monaco 3,5-seter sofa",,Alle produkter/Alle sofaer/Sofa/,15999.0,32099.0,50.0,7050733568011,1776616,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-35-seter-sofa/?VariationId=V_5637554961,True,8
117790,"Monaco Lux 3,5-seter sofa","Monaco Lux 3,5-seter sofa",,Alle produkter/Alle sofaer/Sofa/,18999.0,37799.0,50.0,7050733569056,1776712,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-35-seter-sofa/?VariationId=V_5637555039,True,8
117791,"Monaco Lux 2,5-seter med XL sjeselong","Monaco Lux 2,5-seter med XL sjeselong",,Alle produkter/Alle sofaer/Sofa/,19999.0,39699.0,50.0,7050733569131,1776720,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-25-seter-med-xl-sjeselong/?VariationId=V_5637555048,True,24
118009,Monaco U-sofa,Monaco U-sofa,,Alle produkter/Alle sofaer/Sofa/,29999.0,60499.0,50.0,7050733568653,1776680,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-u-sofa/?VariationId=V_5637557182,True,24
118011,Monaco Lux U-sofa,Monaco Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,34999.0,69699.0,50.0,7050733569698,1776776,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-u-sofa/?VariationId=V_5637557208,True,24
115961,Slogen hjørnesofa,Slogen hjørnesofa,Brunstad,Alle produkter/Alle sofaer/Sofa/,19999.0,40170.0,50.0,7050733437744,2227500,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/slogen-hjornesofa/?VariationId=V_5637501138,True,36
116194,Modern Living U-sofa,Modern Living U-sofa,,Alle produkter/Alle sofaer/Sofa/,27999.0,56499.0,50.0,7050733430912,8590602,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/modern-living-u-sofa/?VariationId=V_5637515912,True,16
115970,Oslo Plus 3-seter,Oslo Plus 3-seter,,Alle produkter/Alle sofaer/Sofa/,6849.0,13699.0,50.0,7050733404425,1391505,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/oslo-plus-3-seter/?VariationId=V_5637501170,True,8
115971,Oslo Plus 32/23 hjørnesofa,Oslo Plus 32/23 hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,27999.0,50.0,7050733404555,1391518,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/oslo-plus-3223-hjornesofa/?VariationId=V_5637501179,True,1
115972,Oslo Plus hjørnesofa Oppsett 11,Oslo Plus hjørnesofa Oppsett 11,,Alle produkter/Alle sofaer/Sofa/,12499.0,24999.0,50.0,7050733404654,1391528,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/oslo-plus-hjornesofa-oppsett-11/?VariationId=V_5637501181,True,4
116790,"Mandal 3,5-seter","Mandal 3,5-seter",Hjellegjerde,Alle produkter/Alle sofaer/Sofa/,14114.5,28229.0,50.0,7050733529814,2616781,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/mandal-35-seter/?VariationId=V_5637603576,True,2
120025,Sagrado 3-seter XL sofa,Sagrado 3-seter XL sofa,,Alle produkter/Alle sofaer/Sofa/,19999.0,39499.0,49.0,7050733718607,1778520,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/sagrado-3-seter-xl-sofa/?VariationId=V_5637586435,False,10
120027,Sagrado 3-seter med åpen ende venstre,Sagrado 3-seter med åpen ende venstre,,Alle produkter/Alle sofaer/Sofa/,34999.0,68999.0,49.0,7050733718904,1778550,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/sagrado-3-seter-med-apen-ende-venstre/?VariationId=V_5637586467,False,20
119392,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,97499.0,49.0,7050733631722,1774766,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119392/?VariationId=V_5637569917,True,6
119447,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,97499.0,49.0,7050733633160,1774910,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119447/?VariationId=V_5637571352,True,6
119530,"Evo 1,5-seter med sjeselong","Evo 1,5-seter med sjeselong",Furninova,Alle produkter/Alle sofaer/Sofa/,11999.0,23719.0,49.0,7050733620696,2445442,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/evo-15-seter-med-sjeselong/?VariationId=V_5637610512,True,104
119482,Roma 3-seter,Roma 3-seter,Furninova,Alle produkter/Alle sofaer/Sofa/,13999.0,27479.0,49.0,7050733619461,2445231,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/roma-3-seter/?VariationId=V_5637580453,True,33
117794,Monaco Lux hjørnesofa,Monaco Lux hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,29999.0,58699.0,49.0,7050733569612,1776768,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-hjornesofa-117794/?VariationId=V_5637555099,True,8
117098,"Rossi 1,5-seter stol","Rossi 1,5-seter stol",,Alle produkter/Alle sofaer/Sofa/,6999.0,13699.0,49.0,7050733556407,1776800,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-15-seter-stol/?VariationId=V_5637550512,True,7
117099,Rossi 2-seter uten arm,Rossi 2-seter uten arm,,Alle produkter/Alle sofaer/Sofa/,7999.0,15699.0,49.0,7050733556476,1776807,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-2-seter-uten-arm/?VariationId=V_5637550520,True,7
116948,Rossi 3-seter sofa,Rossi 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,14999.0,29699.0,49.0,7050733536614,1777803,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-3-seter-sofa/?VariationId=V_5637550504,True,11
122476,Indra 2-seter sjselong,Indra 2-seter sjselong,Furninova,Alle produkter/Alle sofaer/Sofa/,24999.0,48494.0,48.0,7050733760422,2450901,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/indra-2-seter-sjselong/?VariationId=V_5637611902,False,2
121114,Rossilini 4-seter sofa,Rossilini 4-seter sofa,,Alle produkter/Alle sofaer/Sofa/,12999.0,24799.0,48.0,7050733737226,1778748,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossilini-4-seter-sofa/?VariationId=V_5637599294,False,16
121130,Rossilini 2-seter med XL sjeselong venstre,Rossilini 2-seter med XL sjeselong venstre,,Alle produkter/Alle sofaer/Sofa/,16999.0,32999.0,48.0,7050733737387,1778764,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossilini-2-seter-med-xl-sjeselong-venstre/?VariationId=V_5637599311,False,32
120075,Sagrado 3-seter XL med åpen ende venstre,Sagrado 3-seter XL med åpen ende venstre,,Alle produkter/Alle sofaer/Sofa/,39999.0,76999.0,48.0,7050733719109,1778570,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/sagrado-3-seter-xl-med-apen-ende-venstre/?VariationId=V_5637587079,False,20
119394,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,95699.0,48.0,7050733631906,1774784,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119394/?VariationId=V_5637569936,True,12
119484,Roma hjørnesofa,Roma hjørnesofa,Furninova,Alle produkter/Alle sofaer/Sofa/,29749.0,56929.0,48.0,7050733619744,2445259,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/roma-hjornesofa/?VariationId=V_5637580481,True,65
117792,Monaco Lux 3-seter med XL sjeselong,Monaco Lux 3-seter med XL sjeselong,,Alle produkter/Alle sofaer/Sofa/,21999.0,41999.0,48.0,7050733569292,1776736,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-3-seter-med-xl-sjeselong/?VariationId=V_5637555065,True,24
117784,Monaco Lux 3-seter sofa,Monaco Lux 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,27099.0,48.0,7050733568974,1776704,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-3-seter-sofa/?VariationId=V_5637555030,True,12
117107,Rossi Lux 3-seter sofa,Rossi Lux 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,15999.0,30699.0,48.0,7050733558531,1777013,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-3-seter-sofa-117107/?VariationId=V_5637550584,True,11
117162,Rossi 4-seter sofa,Rossi 4-seter sofa,,Alle produkter/Alle sofaer/Sofa/,17999.0,34299.0,48.0,7050733557299,1776889,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-4-seter-sofa-117162/?VariationId=V_5637551985,True,11
117169,Rossi Lux 4-seter sofa,Rossi Lux 4-seter sofa,,Alle produkter/Alle sofaer/Sofa/,17999.0,34299.0,48.0,7050733558678,1777027,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-4-seter-sofa-117169/?VariationId=V_5637552076,True,11
116208,Denver 2-seter TV sofa,Denver 2-seter TV sofa,,Alle produkter/Alle sofaer/Sofa/,11999.0,22999.0,48.0,7050733404326,2977518,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/denver-2-seter-tv-sofa/?VariationId=V_5637516589,True,5
115969,Oslo Plus 2-seter,Oslo Plus 2-seter,,Alle produkter/Alle sofaer/Sofa/,5849.0,11299.0,48.0,7050733404371,1391500,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/oslo-plus-2-seter/?VariationId=V_5637501161,True,8
114815,Lugo hjørnesofa,Lugo hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,12999.0,24999.0,48.0,7050733381061,1021900,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/lugo-hjornesofa/?VariationId=V_5637458942,True,9
113952,Portland hjørnesofa,Portland hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,6999.0,12129.0,42.0,7050733357226,1021821,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/portland-hjornesofa/?VariationId=V_5637457368,True,38
113860,Stockholm sofa,Stockholm sofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,26699.0,48.0,7050733320442,1390700,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/stockholm-sofa/?VariationId=V_5637445330,True,7
119909,Brooklyn 2-seter sjeselong,Brooklyn 2-seter sjeselong,,Alle produkter/Alle sofaer/Sofa/,12999.0,24499.0,47.0,7050733687842,1395010,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/brooklyn-2-seter-sjeselong/?VariationId=V_5637584111,False,18
119446,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,93499.0,47.0,7050733633108,1774904,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa/?VariationId=V_5637571344,True,6
119393,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,94899.0,47.0,7050733631784,1774772,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119393/?VariationId=V_5637569923,True,12
119448,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,94899.0,47.0,7050733633221,1774916,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119448/?VariationId=V_5637571358,True,12
119391,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,49999.0,93499.0,47.0,7050733631661,1774760,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119391/?VariationId=V_5637569909,True,6
119486,"Evo 1,5-seter stol","Evo 1,5-seter stol",Furninova,Alle produkter/Alle sofaer/Sofa/,4999.0,9429.0,47.0,7050733620337,2445406,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/evo-15-seter-stol/?VariationId=V_5637576009,True,52
118008,"Monaco 1,5-seter stol","Monaco 1,5-seter stol",,Alle produkter/Alle sofaer/Sofa/,4999.0,9399.0,47.0,7050733567854,1776600,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-15-seter-stol/?VariationId=V_5637557173,True,8
117161,Rossi 4-seter med åpen ende,Rossi 4-seter med åpen ende,,Alle produkter/Alle sofaer/Sofa/,34999.0,65599.0,47.0,7050733557015,1776861,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-4-seter-med-apen-ende/?VariationId=V_5637551973,True,22
117165,Rossi 4-seter med åpen ende,Rossi 4-seter med åpen ende,,Alle produkter/Alle sofaer/Sofa/,34999.0,65899.0,47.0,7050733557640,1776924,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-4-seter-med-apen-ende-117165/?VariationId=V_5637552026,True,22
117168,Rossi Lux 4-seter med åpen ende,Rossi Lux 4-seter med åpen ende,,Alle produkter/Alle sofaer/Sofa/,34999.0,65599.0,47.0,7050733558395,1776999,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-4-seter-med-apen-ende/?VariationId=V_5637552064,True,22
117172,Rossi Lux 4-seter med åpen ende,Rossi Lux 4-seter med åpen ende,,Alle produkter/Alle sofaer/Sofa/,34999.0,65899.0,47.0,7050733559026,1777062,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-4-seter-med-apen-ende-117172/?VariationId=V_5637552117,True,22
115973,Oslo Plus U-sofa,Oslo Plus U-sofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,26399.0,47.0,7050733404821,1391545,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/oslo-plus-u-sofa/?VariationId=V_5637501185,True,18
121111,Rossilini 3-seter sofa (1-setepute),Rossilini 3-seter sofa (1-setepute),,Alle produkter/Alle sofaer/Sofa/,10999.0,20299.0,46.0,7050733736748,1778700,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossilini-3-seter-sofa-1-setepute/?VariationId=V_5637599248,False,16
119381,Rossi dobbel sjeselong,Rossi dobbel sjeselong,,Alle produkter/Alle sofaer/Sofa/,24999.0,45999.0,46.0,7050733631067,1774700,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-dobbel-sjeselong/?VariationId=V_5637569839,True,6
119396,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,73999.0,46.0,7050733632088,1774802,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119396/?VariationId=V_5637569956,True,6
119386,Rossi hjørnesofa,Rossi hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,74099.0,46.0,7050733631364,1774730,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-hjornesofa-119386/?VariationId=V_5637569874,True,6
119451,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,73999.0,46.0,7050733633528,1774946,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119451/?VariationId=V_5637571391,True,6
119455,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,54999.0,101299.0,46.0,7050733633825,1774976,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119455/?VariationId=V_5637571425,True,12
119437,Rossi Lux dobbel sjeselong,Rossi Lux dobbel sjeselong,,Alle produkter/Alle sofaer/Sofa/,24999.0,45999.0,46.0,7050733632507,1774844,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-dobbel-sjeselong/?VariationId=V_5637570672,True,6
119438,Rossi Lux dobbel sjeselong,Rossi Lux dobbel sjeselong,,Alle produkter/Alle sofaer/Sofa/,24999.0,46699.0,46.0,7050733632569,1774850,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-dobbel-sjeselong-119438/?VariationId=V_5637570679,True,6
119442,Rossi Lux hjørnesofa,Rossi Lux hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,74099.0,46.0,7050733632804,1774874,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-hjornesofa-119442/?VariationId=V_5637570707,True,6
119382,Rossi dobbel sjeselong,Rossi dobbel sjeselong,,Alle produkter/Alle sofaer/Sofa/,24999.0,46699.0,46.0,7050733631128,1774706,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-dobbel-sjeselong-119382/?VariationId=V_5637569846,True,6
119423,Lazio lounge 2-seter,Lazio lounge 2-seter,,Alle produkter/Alle sofaer/Sofa/,9999.0,18499.0,46.0,7050733612417,1393106,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/lazio-lounge-2-seter/?VariationId=V_5637601384,True,2
117783,Monaco hjørnesofa,Monaco hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,26999.0,50399.0,46.0,7050733568578,1776672,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-hjornesofa-117783/?VariationId=V_5637555021,True,8
117782,Monaco hjørnesofa,Monaco hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,21999.0,41099.0,46.0,7050733568417,1776656,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-hjornesofa/?VariationId=V_5637555004,True,24
117793,Monaco Lux hjørnesofa,Monaco Lux hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,25999.0,47999.0,46.0,7050733569452,1776752,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-hjornesofa/?VariationId=V_5637555082,True,24
117105,Rossi Lux 3-seter sofa,Rossi Lux 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,15999.0,29699.0,46.0,7050733557923,1776952,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-3-seter-sofa/?VariationId=V_5637550568,True,11
